Référence	ContexteGauche	Pivot	ContexteDroit
TXM_etude_des_moeurs	voulait du bien à cette petite dont le	père	est mort, l’a envoyée à Paris, pour y être
TXM_etude_des_moeurs	pour les acteurs du grand drame où le	père	de notre président a péri si malheureusement. — Il vous serait
TXM_etude_des_moeurs	connaît : c’est la filleule de son	père	, et ils sont très-bien ensemble. — Oh ! tâchez donc
TXM_etude_des_moeurs	à lui, celle que lui laissera son	père	et la mienne, feront environ trente mille francs de rentes.
TXM_etude_des_moeurs	fille à mon goût. D’abord son	père	et moi nous lui laissons la pleine liberté de choisir. Elle
TXM_etude_des_moeurs	sans le consulter. Le gendre que mon	père	avait choisi vient de mourir ; j’ignore ses nouvelles intentions.
TXM_etude_des_moeurs	quelques propositions à faire, allez voir mon	père	. — Eh ! bien, j’irai, dit madame Marion
TXM_etude_des_moeurs	monsieur … répondit Antonin Goulard. — Votre	père	n’appartenait -il pas aux Simeuse ? … — Et moi,
TXM_etude_des_moeurs	impossible d’être plus narquois que le vieux	père	Grévin, dit Vinet. — Madame Beauvisage est ambitieuse, répondit
TXM_etude_des_moeurs	Vous trouverez chez vous une lettre de votre	père	qui vous enjoint de vous assurer des personnes de votre ressort,
TXM_etude_des_moeurs	… — Mais comment savez -vous que mon	père	m’écrit, et ce qu’il m’écrit ? … —
TXM_etude_des_moeurs	comme un étranger … Il a vu votre	père	à Provins, en y passant. Tout à l’heure,
TXM_etude_des_moeurs	d’une réclamation respectable, celle d’un	père	, d’une mère et de deux frères demandant à ne pas
TXM_etude_des_moeurs	et à la duchesse de Chaulieu, mes	père	et mère, qui, en leur qualité d’ascendants, avaient
TXM_etude_des_moeurs	qu’il y a de plus naturel,	père	et mère inconnus. Mais je veux admettre, moi, qu’
TXM_etude_des_moeurs	est presque pas un nom. Né de	père	et de mère inconnus, l’autre s’appelait Dorlange, ce
TXM_etude_des_moeurs	se lança dans un compliment assez compliqué de	père	heureux et reconnaissant. Pendant ce temps, j’eus le loisir
TXM_etude_des_moeurs	été naturel qu’elle parlât, à son	père	ou à moi, de ce monsieur dont l’assiduité ne lui
TXM_etude_des_moeurs	, il est de l’opinion de son	père	c’est-à-dire très-conservateur, mais peut-être un peu hors de cette juste
TXM_etude_des_moeurs	au milieu de mes éternelles ténèbres, un	père	s’est aux trois quarts révélé à moi, et, si
TXM_etude_des_moeurs	« Monsieur mon fils, me disait mon	père	anonyme, je ne regrette pas que, par votre insistance passionnée
TXM_etude_des_moeurs	votre déférence absolue pour les vœux d’un	père	, qui regardera comme le plus beau jour de sa vie celui
TXM_etude_des_moeurs	reçut ordre de quitter la maison. Le	père	de cette fille est un homme violent, et en rentrant chez
TXM_etude_des_moeurs	; allant se jeter aux pieds de son	père	, elle lui avoua que la visite nocturne était réellement à son
TXM_etude_des_moeurs	la coupable ne voulut pas convenir que son	père	fût dans la vérité, et en même temps elle refusa de
TXM_etude_des_moeurs	finit par avouer que les soupçons de son	père	avaient porté juste ; mais en même temps elle donna de sa
TXM_etude_des_moeurs	pas à craindre ? Le moyen que le	père	ou le fils supportassent sa présence sans lui demander compte d’une
TXM_etude_des_moeurs	-même s’offrir aux impatientes investigations de son	père	. Pendant qu’entre eux recommençait un vif débat, paraît le
TXM_etude_des_moeurs	me commander un bourrelet ; mais monsieur mon	père	a beau, par toutes ces façons singulières, me mettre l’
TXM_etude_des_moeurs	? le moment est -il venu pour mon	père	de se manifester ? Je pars dans un émoi et dans une
TXM_etude_des_moeurs	s’accomplir dans votre vie. — Mon	père	serait ici ? Je fis cette question avec vivacité, mais sans
TXM_etude_des_moeurs	— Oui, répondit Jacques Bricheteau, votre	père	vous attend, mais je dois vous prémunir contre une nuance probable
TXM_etude_des_moeurs	n’avez donc, me dit ce singulier	père	, aucune répugnance à accepter la situation politique dont nous nous sommes
TXM_etude_des_moeurs	notre oreille ; un ronflement très-accentué de mon	père	nous donnait à connaître ou qu’il ne prenait pas grand intérêt
TXM_etude_des_moeurs	, je reçois enfin une lettre de votre	père	; il m’expliquait son long silence, les projets qu’il
TXM_etude_des_moeurs	— Non : pour la résidence de votre	père	, et à Stockholm je mis à la poste la lettre dont
TXM_etude_des_moeurs	de mes lettres en faisait à monsieur votre	père	, il se résolut à hâter le moment d’une reconnaissance officielle
TXM_etude_des_moeurs	spéciale eût pu remplacer le consentement oral du	père	, monsieur le marquis pensa bientôt que les légalisations devenues indispensables pour
TXM_etude_des_moeurs	, vous pourriez être le fils d’un	père	peu recommandable, avoir par conséquent intérêt à contester sa paternité,
TXM_etude_des_moeurs	sûr d’exprimer les intentions de monsieur votre	père	, si vous pensiez qu’un homme qui déjà, dans l’
TXM_etude_des_moeurs	un demi-million dehors, n’est pas un	père	tout à fait convenable, nous vous laisserions tout à fait libre
TXM_etude_des_moeurs	pensée n’est pas de vous faire acheter	père	en poche. Moins pour provoquer une confiance que dès à présent
TXM_etude_des_moeurs	ou se les être appropriés ? Mais mon	père	ne me tint pas pour quitte, et pendant plus de deux
TXM_etude_des_moeurs	vraisemblance. Sur tout autre sujet, mon	père	est assez laconique ; son ouverture d’esprit ne me paraît pas
TXM_etude_des_moeurs	de se lever et d’aller à mon	père	qu’il envisage curieusement : — Parbleu, dit -il, je
TXM_etude_des_moeurs	donné la torture à sa mémoire. Mon	père	, par bonheur, a dans la face un tic nerveux qui
TXM_etude_des_moeurs	d’une part, de l’autre mon	père	, si vous le voulez bien ; c’est, il me
TXM_etude_des_moeurs	Or, quel était le domicile de mon	père	? La désignation en avait été laissée en blanc par le notaire
TXM_etude_des_moeurs	quoi de plus naturel que le domicile du	père	soit assigné dans une des propriétés de son fils, quand surtout
TXM_etude_des_moeurs	du fils, mais payé des deniers du	père	; quand, en outre, ce père est né dans le
TXM_etude_des_moeurs	père ; quand, en outre, ce	père	est né dans le pays où est situé le bien que j’
TXM_etude_des_moeurs	ainsi ! — Vous voyez bien que mon	père	, vieux praticien, n’a pas hésité un moment à être
TXM_etude_des_moeurs	comte, dit Jacques Bricheteau, embrassez votre	père	. Mon père m’ouvrit ses bras assez négligemment, et je
TXM_etude_des_moeurs	Jacques Bricheteau, embrassez votre père. Mon	père	m’ouvrit ses bras assez négligemment, et je m’y précipitai
TXM_etude_des_moeurs	, après avoir souhaité le bonsoir à mon	père	et à son porte-parole, je me retirai dans ma chambre pour
TXM_etude_des_moeurs	moi ces sommes fabuleuses ? Est -ce un	père	, tendrement épris d’un enfant de l’amour ? Non,
TXM_etude_des_moeurs	l’amour ? Non, c’est un	père	qui me témoigne la plus grande froideur, qui s’endort pendant
TXM_etude_des_moeurs	! si cet homme n’était pas mon	père	, s’il n’était pas même le marquis de Sallenauve,
TXM_etude_des_moeurs	que je fisse mes adieux à mon excellent	père	. — Il ne l’a pas voulu, me répond le
TXM_etude_des_moeurs	et si la mère Marie-des-Anges me cautionne mon	père	, comme il paraît déjà qu’elle l’avait cautionné au notaire
TXM_etude_des_moeurs	être plus explicite : Dorlange connaît enfin son	père	. Il est fils naturel du marquis de Sallenauve, dernier rejeton
TXM_etude_des_moeurs	à Charles de Sallenauve par le marquis son	père	, et c’est au sujet de cette portion brumeuse, qui
TXM_etude_des_moeurs	-même : faire naître et attiser chez le	père	, qui jamais ne s’en serait avisé lui -même, l’
TXM_etude_des_moeurs	calèche élégante et deux chevaux fringants que notre	père	, qui n’est pas aux cieux, mais à Paris,
TXM_etude_des_moeurs	de la calèche par le soin de ce	père	bourru et invisible, mais qui pourtant a du bon, rien
TXM_etude_des_moeurs	ne se serait pas par hasard trompé de	père	et s’il pourrait affirmer que Danton ne fût pas pour quelque
TXM_etude_des_moeurs	civil où j’étais inscrit comme né de	père	et mère inconnus, et j’espère aussi un peu mon visage
TXM_etude_des_moeurs	se trouve reculé de deux échelons. Son	père	, ancien colonel de l’empire, jouit d’une grande estime
TXM_etude_des_moeurs	! que fait cette jeunesse ? Plante là	père	et mère et S’en va à Paris ; à Paris,
TXM_etude_des_moeurs	que d’ailleurs il a été, bon	père	, bon mari, ami chaud et fidèle, caractère liant et
TXM_etude_des_moeurs	. Fortune, relations et jusqu’à un	père	, tout lui manquait au moment de son arrivée ! Au débotté
TXM_etude_des_moeurs	mais au moins tout est ajourné. Le	père	se plaint qu’on ait troublé la béate tranquillité de son existence
TXM_etude_des_moeurs	que l’apparition et la disparition de ce	père	d’Amérique peuvent donner lieu aux interprétations les plus singulières ; et
TXM_etude_des_moeurs	en eux monsieur de l’Estorade, leur	père	, déjà depuis quinze ans le compagnon de votre vie ; avec
TXM_etude_des_moeurs	un cabinet littéraire. — Serais -tu le	père	de son enfant ? … demanda la Lorette à Nathan. —
TXM_etude_des_moeurs	au prêtre en ces termes : -- Mon	père	, je venais vous supplier de célébrer une messe mortuaire pour le
TXM_etude_des_moeurs	avec assurance le prêtre étonné : -- Mon	père	, lui dit -il d’une voix visiblement altérée, nul n’
TXM_etude_des_moeurs	tribunal révolutionnaire de Troyes, que présidait le	père	de Marthe. Ce beau domaine fut donc vendu nationalement. Lors
TXM_etude_des_moeurs	, avait -elle été forcée par son redoutable	père	de faire la déesse de la Liberté dans une cérémonie républicaine.
TXM_etude_des_moeurs	terre qui appartenait à la maison où mon	père	… - A été domestique, intendant, dit violemment Michu.
TXM_etude_des_moeurs	de Troyes en costume de déesse. Son	père	l’avait contrainte d’épouser Michu, dont la mauvaise réputation allait
TXM_etude_des_moeurs	tout ce qui est là, dit le	père	à son fils en lui montrant le parapet, et serre -moi
TXM_etude_des_moeurs	. Regarde -moi ! Tu dois aimer ton	père	et ta mère ? L’enfant se jeta sur son père pour
TXM_etude_des_moeurs	mère ? L’enfant se jeta sur son	père	pour l’embrasser ; mais Michu fit un mouvement pour déplacer la
TXM_etude_des_moeurs	qui nous aime, ce serait tuer ton	père	. Que cela ne t’arrive plus, et je te pardonne
TXM_etude_des_moeurs	Marie-Paul, vous venez de laisser traîner notre	père	en prison, en accueillant une calomnie ! — Il sera mis
TXM_etude_des_moeurs	. — Allons, François, dit le	père	, couchons -nous. Veux -tu te coucher ? Il prit brutalement
TXM_etude_des_moeurs	savoir. Vous me gâtez mon monde,	père	Violette. — Bon Dieu ! bon Dieu ! s’écria Violette
TXM_etude_des_moeurs	n’êtes pas du bon côté, mon	père	Violette. Si, au lieu de servir ceux qui m’en
TXM_etude_des_moeurs	Il s’agit de la vie de ton	père	et de celle de ta mère. Que la justice ne sache
TXM_etude_des_moeurs	défié de Marthe à cause des opinions du	père	, il lui avait caché les secrets de sa vie ; mais
TXM_etude_des_moeurs	castel faite, en l’absence de leur	père	, par cinq filles de cette maison, toutes remarquablement blanches,
TXM_etude_des_moeurs	comtesse, sous le même toit que leurs	père	et mère ; car Laurence, pour ne donner aucun soupçon,
TXM_etude_des_moeurs	à cet égard des instructions de défunt leur	père	et de leur chère mère, ma protectrice. Aussi ai -je
TXM_etude_des_moeurs	la fin de l’affaire ; leur pauvre	père	avait peut-être une vision en me mettant sur la piste de cette
TXM_etude_des_moeurs	moitié. Le garde de Coupvrai, le	père	d’un de leurs soldats, les cache cette nuit dans une
TXM_etude_des_moeurs	on les a couchés dans les lits du	père	, de la mère, de Mlle de Cinq-Cygne, de la
TXM_etude_des_moeurs	fils de Michu qui venait de chez son	père	pour parler aux messieurs de Paris. Corentin répondit par un signe
TXM_etude_des_moeurs	qui elle donnait à manger. — Mon	père	et ma mère m’ont dit qu’il s’agissait de vie
TXM_etude_des_moeurs	à Malin, à l’assassin de notre	père	et de notre mère, au spoliateur effronté de notre fortune !
TXM_etude_des_moeurs	à votre service, monsieur et madame,	père	et mère de deux accusés. Ces témoins sont sans valeur,
TXM_etude_des_moeurs	à moi. Dans les temps votre brave	père	m’a placé là. Aussi Michu a-t -il compté sur moi
TXM_etude_des_moeurs	républicains de la conspiration de Babeuf ; ton	père	s’est servi de lui souvent, et il regarde le sénateur
TXM_etude_des_moeurs	absence qui prouvaient au curé que ce pauvre	père	était toujours au lendemain du fatal arrêt. On n’eut pas
TXM_etude_des_moeurs	entre les bras de Laurence, de son	père	, de sa mère et de ses enfants qui l’adoraient.
TXM_etude_des_moeurs	ses épargnes, ainsi que celles de son	père	et de sa mère, à l’acquisition d’un magnifique hôtel
TXM_etude_des_moeurs	était simple, naïf, digne comme le	père	de Jeanie Deans dans la Prison d’Edimbourg, et l’auteur
TXM_etude_des_moeurs	. Sa famille était de Vitré, son	père	et sa mère vivaient sur quinze cents francs de rente. Il
TXM_etude_des_moeurs	, à ses frères, à son vieux	père	. Lui, semblable à Napoléon tombé, n’avait besoin que
TXM_etude_des_moeurs	de trois mille francs. Or, le	père	du jeune monsieur de Soulas ne lui avait pas laissé plus de
TXM_etude_des_moeurs	prit un mouvement de tendresse excessif pour son	père	, elle l'alla voir dans son atelier, et lui demanda
TXM_etude_des_moeurs	tourneur, pour arriver à conseiller à son	père	de tourner de grandes pièces, des colonnes. Après avoir lancé
TXM_etude_des_moeurs	, des colonnes. Après avoir lancé son	père	dans les colonnes torses, une des difficultés de l'art du
TXM_etude_des_moeurs	y eut deux colonnes de tournées, mon	père	s'est mis en tête une singulière idée, il tourne des
TXM_etude_des_moeurs	que... --J'approuve tout ce que fait votre	père	, répliqua sèchement madame de Watteville, et c'est le devoir
TXM_etude_des_moeurs	tais, maman. Au surplus, mon	père	dit que la grotte fera une salle où l'on aura frais
TXM_etude_des_moeurs	l'on ira prendre le café. --Votre	père	a eu là d'excellentes idées, répondit madame de Watteville qui
TXM_etude_des_moeurs	première Nouvelle éclose dans la Comté. --Mon	père	, dit Philomène, il se fait une Revue à Besançon,
TXM_etude_des_moeurs	ce qu'elle tenait de la munificence du	père	de son enfant, fit une somme de cent et quelques mille
TXM_etude_des_moeurs	sur le lac pour la santé de son	père	, à qui les médecins avaient ordonné l'air du canton de
TXM_etude_des_moeurs	, la fatale lettre, écrite par le	père	de Léopold, y était arrivée le jour de leur départ pour
TXM_etude_des_moeurs	les Bergmann remercier miss Fanny Lovelace et son	père	de l'intérêt qu'ils lui avaient témoigné. Pour la première
TXM_etude_des_moeurs	, l'espoir de vous obtenir de votre	père	, en quelque situation de fortune que vous soyez, belle comme
TXM_etude_des_moeurs	répondit fièrement Gina. Le nom de son	père	est Colonna. Enhardi par l'humble condition de Francesca, Rodolphe
TXM_etude_des_moeurs	vieillard se comportait bien avec elle comme un	père	avec sa fille, et Francesca lui témoignait une reconnaissance profondément sentie
TXM_etude_des_moeurs	Rodolphe, qui allait avoir pour ennemis le	père	et la mère de Francesca, du moins il le pouvait croire
TXM_etude_des_moeurs	. --Ah ! se dit -elle, mon	père	a des contestations à sa terre des Rouxey, j'irai !
TXM_etude_des_moeurs	, après tout, unique enfant de mon	père	et de ma mère ; ainsi vous avez plus à espérer de
TXM_etude_des_moeurs	la prière, oh ! comment amener mon	père	à consulter la liste des gens à qui l'on envoie cette
TXM_etude_des_moeurs	elle fit un tour de jardin avec son	père	, en le cajolant, et l'amena sous le kiosque.
TXM_etude_des_moeurs	kiosque. --Crois -tu, mon cher petit	père	, que notre Revue aille à l'étranger ? --Elle ne fait
TXM_etude_des_moeurs	d'Argaiolo. --La connaissez -vous, mon	père	? --J'en ai naturellement entendu parler. Elle est née princesse Soderini
TXM_etude_des_moeurs	? m'est avis que c'est le	père	Eternel ! Adieu, mon ange, tu me pardonneras mes prochaines
TXM_etude_des_moeurs	gros chevaux loués, et allant avec son	père	aux Rouxey. L'amour explique tout aux jeunes filles. Quand
TXM_etude_des_moeurs	. --On doit cela, lui dit son	père	, au fameux Watteville ! --Ma foi, dit la jeune fille
TXM_etude_des_moeurs	joie, afin de mieux agir sur son	père	. --Quelle contestation ? fit -elle. --Mademoiselle, les gens des
TXM_etude_des_moeurs	, était originaire de Neufchâtel. --Mon cher	père	, dit Philomène en rentrant dans la barque, j'approuve Modinier
TXM_etude_des_moeurs	et puis faire beaucoup pour vous, mon	père	! Peut-être y a-t -il des accommodements avec le diable. Quel
TXM_etude_des_moeurs	résolution. --Ah ! j'aurai jeté mon	père	dans un procès ! ah ! j'aurai tant fait pour l'
TXM_etude_des_moeurs	dont le résultat lui fut dit par son	père	. J'aurai commis des péchés mortels, et tu ne viendrais
TXM_etude_des_moeurs	. Les Rouxey, m'a dit mon	père	, seront ma propriété, j'y veux demeurer, c'est
TXM_etude_des_moeurs	, lorsqu'en de semblables circonstances, un	père	de famille reste incorruptible, il est difficile que des électeurs ne
TXM_etude_des_moeurs	cette étonnante fille faisait des pantoufles à son	père	de l'air le plus naïf du monde. Elle redoubla même
TXM_etude_des_moeurs	une réunion eut lieu chez monsieur Boucher le	père	, composée de l'entrepreneur qui comptait sur les travaux du pont
TXM_etude_des_moeurs	remercie, ma mère, et vous mon	père	, d'avoir pensé à mon établissement, mais je ne veux
TXM_etude_des_moeurs	reprit Philomène avec un accent prononcé. Mon	père	n'a pas, je pense, l'intention de me marier
TXM_etude_des_moeurs	, alla si loin que Philomène et son	père	furent obligés de passer la belle saison aux Rouxey ; l'habitation
TXM_etude_des_moeurs	soixante mille francs, que Philomène et son	père	faisaient construire une serre, la baronne reconnut quelque levain de malice
TXM_etude_des_moeurs	une amazone et montait à cheval ; son	père	, qu'elle rendait heureux, qui ne se plaignait plus de
TXM_etude_des_moeurs	voulait pas se donner des torts. Le	père	et la fille ne demandèrent pas mieux que de retourner, le
TXM_etude_des_moeurs	, vous que j'aime autant que mon	père	, car vous avez de l'affection pour mon Albert, il
TXM_etude_des_moeurs	, courut en criant : --Oh ! mon	père	... Elle ne voyait plus le baron. En voulant prendre un
TXM_etude_des_moeurs	elle s'accusait de la mort de son	père	et soupçonnait un autre malheur, encore plus grand à ses yeux
TXM_etude_des_moeurs	Je comprends que le vieux prince Soderini,	père	de madame la duchesse d'Argaiolo, est venu redemander les lettres
TXM_etude_des_moeurs	laissera la liquidation de la succession de votre	père	, si toutefois votre mère consent à se départir de ses droits
TXM_etude_des_moeurs	de rente aujourd'hui ; chacun d'eux est	père	ou mère de plusieurs enfants, conséquemment obligé de vivre dans un
TXM_etude_des_moeurs	un épicier du Père La Chaise, bon	père	et bon époux. Enfin, il a improvisé des monuments,
TXM_etude_des_moeurs	un vieil usage de la famille. Le	père	se nommait Gaudebert-Calyste-Charles. On ne variait que le dernier patron.
TXM_etude_des_moeurs	Dès que Calyste eut seize ans, son	père	l'avait accompagné dans les marais et dans les bois, lui
TXM_etude_des_moeurs	en France pour conquérir le royaume, le	père	emmena-t -il son fils afin de lui faire pratiquer la devise de
TXM_etude_des_moeurs	Quand, par une nuit affreuse, le	père	, le fils et le serviteur arrivèrent chez eux après avoir pris
TXM_etude_des_moeurs	son fils et dans sa tendresse pour le	père	, avait -elle deviné quelque chose en voyant avec quelle malicieuse persévérance
TXM_etude_des_moeurs	sa conduite en Vendée aux côtés de son	père	, les louanges que MADAME a faites de son dévouement ont augmenté
TXM_etude_des_moeurs	lui, le chevalier laisserait aller son vieux	père	tout seul. —Non, dit la baronne. —Je ne voudrais
TXM_etude_des_moeurs	et de soleil qu'il tenait de son	père	, Calyste avait les beaux cheveux blonds, le nez aquilin,
TXM_etude_des_moeurs	! —Le chevalier est discret, répondit le	père	, une vertu du vieux temps. —Trop discret, dit la
TXM_etude_des_moeurs	une voix qui partait du cœur, ton	père	n'a jamais ouvert de livres, il parle breton, il
TXM_etude_des_moeurs	Le jeune homme dit adieu à son vieux	père	et sortit. Le baron et sa femme se levèrent pour le
TXM_etude_des_moeurs	aux confiscations qu'auraient sans doute encourues son	père	et son frère. Le premier mourut au 10 août, tué
TXM_etude_des_moeurs	donnaient les Touches, le bien de son	père	; des douze mille francs que rapportaient alors les terres de Faucombe
TXM_etude_des_moeurs	Camille Maupin. Elle n'a connu ni	père	ni mère, et fut sa maîtresse dès l'enfance, son
TXM_etude_des_moeurs	? Calyste surprit étrangement sa mère et son	père	, qui ne savaient rien de l'arrivée de la belle marquise
TXM_etude_des_moeurs	reprit Gasselin. —Selle le cheval de mon	père	, cours après, arrive à Saint-Nazaire au moment où le bateau
TXM_etude_des_moeurs	voir. —Je puis vous assurer, mon	père	, que Félicité ne sera jamais un obstacle à mon mariage.
TXM_etude_des_moeurs	; il prenait les mains de son vieux	père	et les lui serrait tendrement, il embrassait sa mère, il
TXM_etude_des_moeurs	vas -tu, chevalier ? lui dit son	père	. —A Saint-Nazaire. —Peste ! Et à quand le mariage ?
TXM_etude_des_moeurs	répondit Gasselin. —Mon garçon, dit le	père	en venant avec Fanny jusqu'à la tribune du perron, ménage
TXM_etude_des_moeurs	pauvre que Job, mon enfant. —Mon	père	, Gasselin et moi, nous sommes restés pendant trois mois en
TXM_etude_des_moeurs	, ses distractions ressemblaient au sommeil de son	père	. En le trouvant si différent de ce qu'il était quand
TXM_etude_des_moeurs	venait Gasselin. —Voilà ma mère et mon	père	, dit le jeune homme à Camille. La marquise s'arrêta
TXM_etude_des_moeurs	Camille, voici madame du Guénic et mon	père	. Puis il dit au baron et à la baronne : —Mademoiselle
TXM_etude_des_moeurs	de Rochegude, née de Casteran, mon	père	. Le baron salua mademoiselle des Touches, qui fit un salut
TXM_etude_des_moeurs	l'ignorance de sa tante, de son	père	, de sa mère et de leurs amis ; il récoltait les
TXM_etude_des_moeurs	Aussi demanda-t -il seulement quelques jours à son	père	, qui se frotta les mains de joie et rendit la vie
TXM_etude_des_moeurs	chiens de chasse. Calyste obéit à son	père	, et pendant quelques jours tous trois chassèrent : ils allèrent en
TXM_etude_des_moeurs	. Quelques jours après leur retour, le	père	et le fils furent si dangereusement malades, qu'on fut obligé
TXM_etude_des_moeurs	on lui demandait du bois, car le	père	et le fils avaient également froid ; on attaquait ses provisions :
TXM_etude_des_moeurs	pendant un assoupissement de Calyste et de son	père	, la vieille demoiselle de Pen-Hoël lui eut dit que sans doute
TXM_etude_des_moeurs	écria la vieille. Elle a tué le	père	et le fils. Croyez -vous que je n'entende pas la
TXM_etude_des_moeurs	Calyste de questions ; mais, quant au	père	, l'examen dura peu ; leur conviction fut complète en un
TXM_etude_des_moeurs	le regarda. —Que voulez -vous, mon	père	? lui dit -il. —Que tu vives ! s'écria le
TXM_etude_des_moeurs	épouvante. Calyste, en voyant pâlir son	père	atteint par les émotions cruelles de cette scène, ne put retenir
TXM_etude_des_moeurs	Toute la ville était émue de savoir le	père	mourant auprès de son fils malade. On regardait comme une calamité
TXM_etude_des_moeurs	! dit -il. —Je vivrai, mon	père	, et je vous obéirai, répondit le jeune homme. —Si
TXM_etude_des_moeurs	marier. —Je vous le promets, mon	père	. Ce fut un touchant spectacle que de voir Calyste, ou
TXM_etude_des_moeurs	, malgré ses efforts pour obéir à son	père	, Calyste restait dans une stupeur de funeste augure. Le jour
TXM_etude_des_moeurs	mère lui rappeler la promesse faite à son	père	mourant, et parler de son mariage avec Sabine de Grandlieu.
TXM_etude_des_moeurs	devoirs de chef, d'époux et de	père	! Relevez la bannière abattue des vieux du Guénic, montrez dans
TXM_etude_des_moeurs	je tiens plus de vous que de mon	père	. Calyste a tout accepté de moi, comme acceptent les enfants
TXM_etude_des_moeurs	bien cher. Mes affectueux respects à mon	père	. » Ces lettres expliquent parfaitement la situation secrète de la femme
TXM_etude_des_moeurs	aimable, délicieuse ; enfin, vous êtes	père	. Je serais, comme vous l'êtes, sans excuse et
TXM_etude_des_moeurs	pas dire orange, et sèche comme son	père	. Pour dire la vérité, votre femme ne sera jamais perdue
TXM_etude_des_moeurs	Calyste dans ses bras, le présenter au	père	quelques moments avant le déjeuner en faisant de ces jolies folies,
TXM_etude_des_moeurs	crise délicate où tu te trouves avec ton	père	et le duc de Chaulieu, avec d'Ajuda, nous trouverons
TXM_etude_des_moeurs	le plan que j'ai soumis à ton	père	, je puis te garantir le retour de Calyste. Ma conscience
TXM_etude_des_moeurs	faut des coups de foudre particuliers. --Mon	père	, reprit la duchesse, je vous remercie de votre indulgence ;
TXM_etude_des_moeurs	s'empêcher de sourire. --Ah ! mon	père	, si vous approuvez l'idée, approuverez -vous les moyens d'
TXM_etude_des_moeurs	mille francs de rente que lui laissa son	père	. Cette opulente succession, ajoutée à la fortune qu'Arthur possédait
TXM_etude_des_moeurs	hôtel, où depuis la mort de son	père	il n'avait rien changé, ressemblait à ceux dont les maîtres
TXM_etude_des_moeurs	Aurélie ! Elle cachait le nom de son	père	, un vieux soldat de l'empire, l'éternel colonel qui
TXM_etude_des_moeurs	l'aurore de ces existences féminines soit comme	père	, soit comme séducteur. Madame Schontz avait joui de l'éducation
TXM_etude_des_moeurs	alors âgée de neuf ans. Orpheline de	père	et de mère, sans asile, sans ressources, cette pauvre
TXM_etude_des_moeurs	, ayez confiance en moi, mon gros	père	, vous y gagnerez ! » En effet, Aurélie s'arrangea
TXM_etude_des_moeurs	me battriez, et il est comme un	père	pour moi, trouvez -moi là le quart d'une bonne raison
TXM_etude_des_moeurs	sa démission de juge, siége où son	père	l'avait obligé de perdre son temps, disait -il, et
TXM_etude_des_moeurs	à du Bousquier, un ami de son	père	. Dans six mois je serai plus connu que vous ! »
TXM_etude_des_moeurs	avait _donnée_ le vieux Blondet d'Alençon,	père	d'Émile Blondet, et qu'il présenta comme obtenue dans sa
TXM_etude_des_moeurs	et moi. Je laisserai Clotilde avec son	père	... --Ne chantons pas victoire, madame, dit Maxime, j'
TXM_etude_des_moeurs	le ferai nommer président à la place du	père	de Blondet qui va sur quatre-vingt-deux ans ; et, si tu
TXM_etude_des_moeurs	Elle s'est si mal comportée avec son	père	qu'elle ne mérite certes pas d'avoir un si bon fils
TXM_etude_des_moeurs	, lord Cornwallis, lord Hastings, le	père	de Tippo-Saeb et Tippo-Saeb lui -même. Ce Savoyard, qui servit
TXM_etude_des_moeurs	respect que si j'eusse été leur propre	père	. Combien de singeries la comtesse ne me jouerait -elle pas pour
TXM_etude_des_moeurs	Hier, une tragédie : quelque bonhomme de	père	qui s'asphyxie parce qu'il ne peut plus nourrir ses enfants
TXM_etude_des_moeurs	entendu parler de ce personnage par ce pauvre	père	Goriot, l'un de mes clients, mais j'avais évité
TXM_etude_des_moeurs	de la maternité. La mort de son	père	fut, dit -on, une leçon pour elle. Idolâtre de
TXM_etude_des_moeurs	que le jeune Ernest sortait de chez son	père	, il subissait un interrogatoire inquisitorial sur tout ce que le comte
TXM_etude_des_moeurs	promesse faite à un mourant, à un	père	. Te sens -tu capable de garder un secret, de l'
TXM_etude_des_moeurs	trahiras pas ma confiance ? —Non, mon	père	. —Eh ! bien, Ernest, je te remettrai, dans
TXM_etude_des_moeurs	bout de la rue. —Oui, mon	père	. —Je puis compter sur toi ? —Oui, mon père.
TXM_etude_des_moeurs	puis compter sur toi ? —Oui, mon	père	. —Viens m'embrasser. Tu me rends ainsi la mort moins
TXM_etude_des_moeurs	, elle l'embrassa. —Ernest, ton	père	vient de te parler. —Oui, maman. —Que t'a-t
TXM_etude_des_moeurs	, assez raisonnable pour t'apercevoir que ton	père	me repousse, ne veut pas de mes soins, et cela
TXM_etude_des_moeurs	gens ont cherché à me séparer de ton	père	, dans le but de satisfaire leur avidité. Ils veulent nous
TXM_etude_des_moeurs	fortune et se l'approprier. Si ton	père	était bien portant, la division qui existe entre nous cesserait bientôt
TXM_etude_des_moeurs	de sa maladie. La prédilection que ton	père	a pour toi est une nouvelle preuve du dérangement de ses facultés
TXM_etude_des_moeurs	Maurice, tu seras là comme chez un	père	. Monsieur le comte te donne deux mille quatre cents francs d'
TXM_etude_des_moeurs	Excellence, je pense aussi donner un second	père	à mon neveu. --C'est sur quoi je pourrai vous répondre,
TXM_etude_des_moeurs	affection que s'il eût été mon propre	père	. Comprenez -vous la curiosité comprimée par le respect ?... Quel
TXM_etude_des_moeurs	attaché, comme un maître et comme un	père	, à m'instruire. Il me fit souvent rassembler les matériaux
TXM_etude_des_moeurs	sérieux de ses recommandations. Attentif comme un	père	, il fournissait à tous mes besoins avec d'autant plus de
