Référence	ContexteGauche	Pivot	ContexteDroit
TXM_etude_des_moeurs	chez lui, à la Charité-sur-Loire, les	lettres	d'amour que sa maîtresse lui avait écrites, et qu'il
TXM_etude_des_moeurs	pâlir encore. Lorsque je lui tendis les	lettres	que je gardais sous mon oreiller, elle les prit machinalement ;
TXM_etude_des_moeurs	douloureuse vérité, que je cherchasse infructueusement les	lettres	sous mon chevet. Il serait inutile de vous raconter les événements
TXM_etude_des_moeurs	comme on dit, en pensant à ses	lettres	de change protestées, ou à celles de son amant. —
TXM_etude_des_moeurs	je vous attends. Après avoir redressé quelques	lettres	défigurées par le tremblement convulsif de sa main, elle mit un
TXM_etude_des_moeurs	jeunes cœurs. Quand il eut écrit ces	lettres	, il éprouva néanmoins une trépidation involontaire : il palpitait, il
TXM_etude_des_moeurs	. Le lendemain, Rastignac alla jeter ses	lettres	à la poste. Il hésita jusqu’au dernier moment, mais
TXM_etude_des_moeurs	du mois de décembre, Rastignac reçut deux	lettres	, l’une de sa mère, l’autre de sa sœur
TXM_etude_des_moeurs	et attendait de de Marsay une de ces	lettres	décisives qui déchirent l’âme. Tout heureux de son faux succès
TXM_etude_des_moeurs	, paf ! et vous verrez reparaître les	lettres	. — Mais c’est rien du tout, ça, dit
TXM_etude_des_moeurs	cas où il n’y aurait point de	lettres	, aurais -je les deux mille francs ? — Non. —
TXM_etude_des_moeurs	une forte claque, et les deux fatales	lettres	reparurent en blanc au milieu de la place rouge. — Tiens
TXM_etude_des_moeurs	personnes, monsieur de Trailles aurait souscrit des	lettres	de change montant à cent mille francs, presque toutes échues,
TXM_etude_des_moeurs	à le croire. Si vous avez mes	lettres	, montez dans ma chambre. On me préviendra. Elle se
TXM_etude_des_moeurs	argent comptant, monsieur d’Espard signe des	lettres	de change négociées par le sieur Mongenod, lequel a fait offre
TXM_etude_des_moeurs	Les _gens_ du monde, les _gens_ de	lettres	, les honnêtes _gens_, et les _gens_ de tout genre répandaient
TXM_etude_des_moeurs	d'elle en huit ans que les deux	lettres	que tu connais. En pensant qu'il était indigne de moi
TXM_etude_des_moeurs	loi gravée sur nos sabres, écrite en	lettres	d'or aux voûtes de nos palais, incessamment redite par les
TXM_etude_des_moeurs	avait, à tout hasard, donné des	lettres	de recommandation parmi lesquelles il s'en trouvait une pour un libraire
TXM_etude_des_moeurs	fait l'effet d'un sermon philosophique en	lettres	. L'amour est, je crois, un poème entièrement personnel
TXM_etude_des_moeurs	le couvert du nonce, en envoyant tes	lettres	par Rome. L'ambassadeur de France à Rome se chargera sans
TXM_etude_des_moeurs	lettre, il est au delà des cent	lettres	de Lovelace et de Saint-Preux. Oh ! voilà l'amour vrai
TXM_etude_des_moeurs	maîtresse. Mais, chère ! tes dernières	lettres	m'ont fait apercevoir tout ce que j'ai perdu ! Tu
TXM_etude_des_moeurs	! Oh ! Renée, tu brûles mes	lettres	, n'est -ce pas ? moi, je brûlerai les tiennes
TXM_etude_des_moeurs	Oh ! chère, une seule de tes	lettres	ruine cet édifice bâti par le grand écrivain de l'Aveyron,
TXM_etude_des_moeurs	m'écrire, n'omets rien ! Tes	lettres	me font une vie passionnée au milieu de mon ménage si simple
TXM_etude_des_moeurs	revenaient à l'esprit, je relisais tes	lettres	, et j'y découvrais je ne sais quelle mélancolie cachée.
TXM_etude_des_moeurs	t'aime sans te connaître ! _ Deux	lettres	charmantes enveloppaient ces présents, que je n'ai pas voulu accepter
TXM_etude_des_moeurs	m'as un peu punie en rendant tes	lettres	rares. Écris -moi, ma chère mignonne ! Dis -moi tous
TXM_etude_des_moeurs	comme si Dieu vous écrivait des caractères en	lettres	de feu dans l'espace ! Il n'y a plus rien
TXM_etude_des_moeurs	écrit et que je n'ai reçu de	lettres	de toi.... Je suis la plus coupable des deux,
TXM_etude_des_moeurs	. Si tu m'écris, adresse tes	lettres	à Florence. Je n'ai pas trop le temps de t'
TXM_etude_des_moeurs	Adieu donc, écris -moi de bonnes longues	lettres	. XLIII MADAME DE MACUMER A LA COMTESSE DE L'ESTORADE.
TXM_etude_des_moeurs	tranquille. Quant à écrire maintenant de longues	lettres	, le puis -je ? Celle -ci, dans laquelle je voudrais
TXM_etude_des_moeurs	lui a écrit de loin en loin des	lettres	vraiment paternelles, et qui sont émanées d'une belle âme ;
TXM_etude_des_moeurs	mon pauvre lézard n'a plus reçu de	lettres	, et il aime tant ce frère qu'il voulait s'embarquer
TXM_etude_des_moeurs	tâché de se faire un nom dans les	lettres	, et naturellement il a mené la plus effroyable vie d'angoisses
TXM_etude_des_moeurs	, à Versailles. On ira prendre nos	lettres	là tous les jours. Je ne veux pas que nous soyons
TXM_etude_des_moeurs	être encore amie sincère et dévouée. Tes	lettres	, ta douce et charmante figure me manquent. J'en suis
TXM_etude_des_moeurs	_ ma chère, est gravé en quatre	lettres	de feu sur toutes choses. Je lis ce fatal mot en
TXM_etude_des_moeurs	j'ai découvert qu'il va chercher des	lettres	à Sèvres ; il doit les déchirer aussitôt après les avoir lues
TXM_etude_des_moeurs	il ne parlait de ses mécomptes dans ses	lettres	pour ne pas l'affliger, il a été surpris par la
TXM_etude_des_moeurs	désignait Charles Mignon pour son député, trois	lettres	, venues de New-York, de Paris et de Londres, furent
TXM_etude_des_moeurs	de sa complice, consistait à mettre des	lettres	à la poste et à en retirer qui seraient adressées à Françoise
TXM_etude_des_moeurs	âme, aura de plus que toutes les	lettres	parfumées qui vous harcèlent ? Je me présente avec plus d'ennuis
TXM_etude_des_moeurs	quelque temps que je n'ai reçu de	lettres	anonymes.... --Une inconnue ? demanda La Brière. --Une inconnue
TXM_etude_des_moeurs	le poëte, avoir lu par avance mille	lettres	, avoir supposé tout, excepté cette goutte d'eau froide tombant
TXM_etude_des_moeurs	l'arrivée des fiacres, qui compte les	lettres	, qui les timbre doublement au moment précis où elles sont jetées
TXM_etude_des_moeurs	sur-le-champ en faisant à Françoise des enveloppes de	lettres	sur lesquelles elle écrivit elle -même son adresse à Ingouville, en
TXM_etude_des_moeurs	chez lui, sur la foi de mes	lettres	, après avoir pénétré pas à pas dans l'étendue de mon
TXM_etude_des_moeurs	Croyez -vous donc, mademoiselle, que des	lettres	, plus ou moins vraies par rapport à la vie telle qu'
TXM_etude_des_moeurs	, plus ou moins hypocrites, car les	lettres	que nous nous écririons seraient l'expression du moment où elles nous
TXM_etude_des_moeurs	invisible, celle du cœur à laquelle des	lettres	peuvent suffire, et la vie mécanique à laquelle on attache,
TXM_etude_des_moeurs	serait une bien mauvaise action. Vos deux	lettres	accusent précisément assez de malice pour inspirer ce doute à un Parisien
TXM_etude_des_moeurs	» O. D'ESTE-M. » Ces	lettres	ont paru très originales aux personnes à la bienveillance de qui la
TXM_etude_des_moeurs	que pressentie, a conseillé de supprimer onze	lettres	échangées entre Ernest et Modeste, pendant le mois de septembre ;
TXM_etude_des_moeurs	secrétaire intime se donnèrent ample carrière dans ces	lettres	que l'imagination de chacun fera peut-être plus belles qu'elles ne
TXM_etude_des_moeurs	anormal dans la vie du caissier. Trois	lettres	avaient apporté la ruine, une lettre ramenait la fortune. Le
TXM_etude_des_moeurs	Canalis. Hormis l'adresse, ces deux	lettres	étaient exactement pareilles, comme enveloppe et comme volume. Modeste crut
TXM_etude_des_moeurs	à sa mère, elle lui lut les	lettres	et les réponses, elle effeuilla dans le cœur de la bonne
TXM_etude_des_moeurs	La Brière était trop l'homme de ses	lettres	, il était trop le cœur noble et pur qu'il avait
TXM_etude_des_moeurs	je l'ai destiné à contenir toutes les	lettres	que je reçois, de toutes les parties de l'Europe,
TXM_etude_des_moeurs	D'autres, des railleurs, roulent ces	lettres	pour en allumer leurs cigares, ou les donnent à leurs femmes
TXM_etude_des_moeurs	domestique, sans omettre les vingt et quelques	lettres	échangées qu'il avait apportées, ni l'entrevue qu'il venait
TXM_etude_des_moeurs	le père eut fini la lecture de ces	lettres	, le pauvre amant, pâle et suppliant, trembla sous les
TXM_etude_des_moeurs	le personnel des poëtes. --J'ai lu vos	lettres	, dit Charles Mignon en laissant échapper un malicieux sourire, qui
TXM_etude_des_moeurs	D'ailleurs, si vous avez lu les	lettres	, vous avez dû voir que je vous ai trouvé pour gendre
TXM_etude_des_moeurs	voulez, une faute... --J'ai lu vos	lettres	, répéta le père en interrompant sa fille, ainsi je sais
TXM_etude_des_moeurs	sorte de solennité. --Et il a tes	lettres	! reprit Charles Mignon. Hein ?... Si ces folles caresses
TXM_etude_des_moeurs	d'un poëte ; mais, dans les	lettres	supprimées pour éviter les longueurs, un connaisseur eût admiré la réserve
TXM_etude_des_moeurs	au ton agressif et léger de ses premières	lettres	, par une transition assez naturelle à la femme. Le père
TXM_etude_des_moeurs	à cette belle cassette papale qui contenait les	lettres	des _mille et trois_ femmes de ce don Juan littéraire. Elle
TXM_etude_des_moeurs	Modestes qu'il avait créées en lisant ses	lettres	ou en y répondant. Cette visite, dont la durée fut
TXM_etude_des_moeurs	plus tard que les sentiments exprimés dans ses	lettres	avaient fléchi devant le plaisir de mettre aux prises trois esprits si
TXM_etude_des_moeurs	conversation, où domina la Modeste que ses	lettres	ont révélée, se porta sur cet homme dont le génie était
TXM_etude_des_moeurs	intelligence qui ne vienne demander à Paris ses	lettres	de maîtrise. Il n'y a d'école de peinture en
TXM_etude_des_moeurs	l'un à l'autre quatre ou cinq	lettres	par semaine. --Et la pauvre femme qui travaille pour m'obtenir
TXM_etude_des_moeurs	si elle est encore la Modeste de ses	lettres	, il y aurait de l'espoir... --Es -tu heureux,
TXM_etude_des_moeurs	. --Eh bien ! avez -vous lu mes	lettres	à monsieur de Canalis ? --Non, mademoiselle ; et si je
TXM_etude_des_moeurs	de rentes, était érigée en majorat par	lettres	patentes que la Cour Royale enregistra vers la fin du mois d'
TXM_etude_des_moeurs	un bleu de perruquier où se lisaient en	lettres	d'un blanc d'argent sur les côtés : _L 'Isle-Adam--Paris_
TXM_etude_des_moeurs	mon mari et moi, d'écrire des	lettres	anonymes. Je suis madame de Reybert, née de Corroy.
TXM_etude_des_moeurs	et payait tous les jours ses ports de	lettres	en paraissant hors d'état de les laisser s'accumuler. Il
TXM_etude_des_moeurs	triomphe que de trouver un changement de quelques	lettres	ou d'un mot à peu près semblable qui laissait au proverbe
TXM_etude_des_moeurs	par ce personnage énigmatique, et lut en	lettres	dorées : « Maître Crottat, notaire. » Aussitôt le comte
TXM_etude_des_moeurs	et tu devrais te graver le dernier en	lettres	de feu dans ta mémoire... --Oh ! il y est,
TXM_etude_des_moeurs	allait avoir à lire, à cacher des	lettres	, à y répondre. La toilette, cette magnifique poésie de
TXM_etude_des_moeurs	où elle ne fut consolée que par les	lettres	passionnées de Raoul, à qui elle écrivit tous les jours.
TXM_etude_des_moeurs	écrivain en prenant pour cinquante mille francs de	lettres	de change à quatre mois. Du Tillet tenait ainsi Raoul par
TXM_etude_des_moeurs	des plaisirs qu'y semait Florine. Ses	lettres	à Marie étaient des chefs-d'œuvre d'amour, de grâce et de
TXM_etude_des_moeurs	plus facile de devenir ministre. Les précieuses	lettres	de Marie étaient déposées dans un de ces portefeuilles à secret offerts
TXM_etude_des_moeurs	, contînt des trésors d'amour, les	lettres	d'une rivale que, selon la demande de Raoul, la
TXM_etude_des_moeurs	dans six mois. En octobre, les	lettres	de change échurent, du Tillet les renouvela gracieusement, mais à
TXM_etude_des_moeurs	plume habile et amoureuse ; elle baisait ces	lettres	écrites au milieu des batailles livrées par la presse, prélevées sur
TXM_etude_des_moeurs	laquelle Gigonnet lui compta les sommes sur des	lettres	de change à vingt jours. Au lieu de chercher les raisons
TXM_etude_des_moeurs	fit pas attendre. Vingt jours après les	lettres	de change étaient protestées ; mais au Tribunal de commerce, Florine
TXM_etude_des_moeurs	plus efficacement. Madame de Nucingen veut quatre	lettres	de change de chacune dix mille francs, signées de n'importe
TXM_etude_des_moeurs	, il écrivit sur le papier en grosses	lettres	: 17 FÉVRIER 1835. Ce mouvement si joli, si naïf
TXM_etude_des_moeurs	dit -elle en tirant de son manchon quatre	lettres	de change préparées selon la formule par Nathan. —_Hâ ! ze
TXM_etude_des_moeurs	sécher : elle se leva, mit les	lettres	de change dans son manchon, et tira son radieux maître des
TXM_etude_des_moeurs	elle prit les billets et remit les quatre	lettres	de change. —Cela se balancera, dit la baronne au caissier
TXM_etude_des_moeurs	lettre de garantie et envoya chercher les quatre	lettres	de change. Vandenesse, pendant ce moment, jeta sur la
TXM_etude_des_moeurs	de France, en lui remettant les quatre	lettres	de change qu'elle alla prendre au caissier : —N 'oubliez
TXM_etude_des_moeurs	yeux, et lui montrer à temps ses	lettres	à Nathan vendues par Florine, à laquelle il comptait les racheter
TXM_etude_des_moeurs	qui écrivait comme une cuisinière venant redemander ses	lettres	à un de mes amis ; je n'ai jamais depuis retrouvé
TXM_etude_des_moeurs	côté la lettre de garantie et les quatre	lettres	de change de Schmuke, que la comtesse reconnut, et il
TXM_etude_des_moeurs	; car sa femme revint, toutes les	lettres	de Nathan à la main, et les lui livra. —Jugez
TXM_etude_des_moeurs	aime ? répondit -il. Il prit les	lettres	et les jeta dans le feu, car plus tard sa femme
TXM_etude_des_moeurs	de toi, je te ferai rendre tes	lettres	par Florine elle -même. —Oh ! pourquoi ne les rendrait -il
TXM_etude_des_moeurs	, car nous ne pouvons pas avoir tes	lettres	autrement sans nous compromettre ; et, en te les apportant,
TXM_etude_des_moeurs	en relation depuis un an, et les	lettres	de ta rivale sont cachées, à ton nez, chez toi
TXM_etude_des_moeurs	chez moi, et nous y chercherons ces	lettres	auxquelles je croirai quand je les verrai ; il les écrirait donc
TXM_etude_des_moeurs	ne t'a jamais été confiée, les	lettres	doivent y être. —Pour le coup, je suis intriguée,
TXM_etude_des_moeurs	maroquin qui s'ouvrit et laissa passer les	lettres	de Marie. Florine en prit une au hasard. —Oui,
TXM_etude_des_moeurs	une faute d'orthographe. Vandenesse prit les	lettres	et les donna à sa femme, qui alla vérifier sur une
TXM_etude_des_moeurs	Madame de Vandenesse s'était enfuie avec les	lettres	. —Hé ! dis donc, beau masque ? laisse-m'en une seule
